"geoid","region_name","measure","value","year","measure_type","region_type"
"51117","Mecklenburg County, Virginia","adequateplus",53,2018,"count","county"
"51119","Middlesex County, Virginia","adequateplus",16,2018,"count","county"
"51121","Montgomery County, Virginia","adequateplus",133,2018,"count","county"
"51125","Nelson County, Virginia","adequateplus",28,2018,"count","county"
"51127","New Kent County, Virginia","adequateplus",48,2018,"count","county"
"51131","Northampton County, Virginia","adequateplus",34,2018,"count","county"
"51133","Northumberland County, Virginia","adequateplus",26,2018,"count","county"
"51135","Nottoway County, Virginia","adequateplus",19,2018,"count","county"
"51137","Orange County, Virginia","adequateplus",92,2018,"count","county"
"51139","Page County, Virginia","adequateplus",57,2018,"count","county"
"51141","Patrick County, Virginia","adequateplus",9,2018,"count","county"
"51143","Pittsylvania County, Virginia","adequateplus",114,2018,"count","county"
"51145","Powhatan County, Virginia","adequateplus",39,2018,"count","county"
"51147","Prince Edward County, Virginia","adequateplus",41,2018,"count","county"
"51149","Prince George County, Virginia","adequateplus",54,2018,"count","county"
"51153","Prince William County, Virginia","adequateplus",1092,2018,"count","county"
"51155","Pulaski County, Virginia","adequateplus",33,2018,"count","county"
"51157","Rappahannock County, Virginia","adequateplus",11,2018,"count","county"
"51159","Richmond County, Virginia","adequateplus",28,2018,"count","county"
"51161","Roanoke County, Virginia","adequateplus",123,2018,"count","county"
"51163","Rockbridge County, Virginia","adequateplus",31,2018,"count","county"
"51165","Rockingham County, Virginia","adequateplus",228,2018,"count","county"
"51167","Russell County, Virginia","adequateplus",20,2018,"count","county"
"51169","Scott County, Virginia","adequateplus",0,2018,"count","county"
"51171","Shenandoah County, Virginia","adequateplus",112,2018,"count","county"
"51173","Smyth County, Virginia","adequateplus",33,2018,"count","county"
"51175","Southampton County, Virginia","adequateplus",23,2018,"count","county"
"51177","Spotsylvania County, Virginia","adequateplus",289,2018,"count","county"
"51179","Stafford County, Virginia","adequateplus",352,2018,"count","county"
"51181","Surry County, Virginia","adequateplus",15,2018,"count","county"
"51183","Sussex County, Virginia","adequateplus",9,2018,"count","county"
"51185","Tazewell County, Virginia","adequateplus",47,2018,"count","county"
"51187","Warren County, Virginia","adequateplus",88,2018,"count","county"
"51191","Washington County, Virginia","adequateplus",27,2018,"count","county"
"51193","Westmoreland County, Virginia","adequateplus",42,2018,"count","county"
"51195","Wise County, Virginia","adequateplus",39,2018,"count","county"
"51197","Wythe County, Virginia","adequateplus",58,2018,"count","county"
"51199","York County, Virginia","adequateplus",170,2018,"count","county"
"51510","Alexandria city, Virginia","adequateplus",424,2018,"count","county"
"51520","Bristol city, Virginia","adequateplus",2,2018,"count","county"
"51530","Buena Vista city, Virginia","adequateplus",24,2018,"count","county"
"51540","Charlottesville city, Virginia","adequateplus",216,2018,"count","county"
"51550","Chesapeake city, Virginia","adequateplus",759,2018,"count","county"
"51570","Colonial Heights city, Virginia","adequateplus",42,2018,"count","county"
"51580","Covington city, Virginia","adequateplus",13,2018,"count","county"
"51590","Danville city, Virginia","adequateplus",118,2018,"count","county"
"51595","Emporia city, Virginia","adequateplus",4,2018,"count","county"
"51600","Fairfax city, Virginia","adequateplus",115,2018,"count","county"
"51610","Falls Church city, Virginia","adequateplus",40,2018,"count","county"
"51620","Franklin city, Virginia","adequateplus",27,2018,"count","county"
"51630","Fredericksburg city, Virginia","adequateplus",75,2018,"count","county"
"51640","Galax city, Virginia","adequateplus",17,2018,"count","county"
"51650","Hampton city, Virginia","adequateplus",482,2018,"count","county"
"51660","Harrisonburg city, Virginia","adequateplus",165,2018,"count","county"
"51670","Hopewell city, Virginia","adequateplus",51,2018,"count","county"
"51678","Lexington city, Virginia","adequateplus",39,2018,"count","county"
"51680","Lynchburg city, Virginia","adequateplus",279,2018,"count","county"
"51683","Manassas city, Virginia","adequateplus",106,2018,"count","county"
"51685","Manassas Park city, Virginia","adequateplus",2,2018,"count","county"
"51690","Martinsville city, Virginia","adequateplus",23,2018,"count","county"
"51700","Newport News city, Virginia","adequateplus",749,2018,"count","county"
"51710","Norfolk city, Virginia","adequateplus",859,2018,"count","county"
"51720","Norton city, Virginia","adequateplus",8,2018,"count","county"
"51730","Petersburg city, Virginia","adequateplus",90,2018,"count","county"
"51735","Poquoson city, Virginia","adequateplus",27,2018,"count","county"
"51740","Portsmouth city, Virginia","adequateplus",329,2018,"count","county"
"51750","Radford city, Virginia","adequateplus",18,2018,"count","county"
"51760","Richmond city, Virginia","adequateplus",481,2018,"count","county"
"51770","Roanoke city, Virginia","adequateplus",205,2018,"count","county"
"51775","Salem city, Virginia","adequateplus",41,2018,"count","county"
"51790","Staunton city, Virginia","adequateplus",173,2018,"count","county"
"51800","Suffolk city, Virginia","adequateplus",254,2018,"count","county"
"51810","Virginia Beach city, Virginia","adequateplus",1409,2018,"count","county"
"51820","Waynesboro city, Virginia","adequateplus",143,2018,"count","county"
"51830","Williamsburg city, Virginia","adequateplus",8,2018,"count","county"
"51840","Winchester city, Virginia","adequateplus",68,2018,"count","county"
"51001","Accomack County, Virginia","total",308,2018,"count","county"
"51003","Albemarle County, Virginia","total",1023,2018,"count","county"
"51005","Alleghany County, Virginia","total",86,2018,"count","county"
"51007","Amelia County, Virginia","total",78,2018,"count","county"
"51009","Amherst County, Virginia","total",340,2018,"count","county"
"51011","Appomattox County, Virginia","total",189,2018,"count","county"
"51013","Arlington County, Virginia","total",2089,2018,"count","county"
"51015","Augusta County, Virginia","total",548,2018,"count","county"
"51017","Bath County, Virginia","total",37,2018,"count","county"
"51019","Bedford County, Virginia","total",643,2018,"count","county"
"51021","Bland County, Virginia","total",23,2018,"count","county"
"51023","Botetourt County, Virginia","total",243,2018,"count","county"
"51025","Brunswick County, Virginia","total",108,2018,"count","county"
"51027","Buchanan County, Virginia","total",115,2018,"count","county"
"51029","Buckingham County, Virginia","total",126,2018,"count","county"
"51031","Campbell County, Virginia","total",484,2018,"count","county"
"51033","Caroline County, Virginia","total",355,2018,"count","county"
"51035","Carroll County, Virginia","total",201,2018,"count","county"
"51036","Charles City County, Virginia","total",44,2018,"count","county"
"51037","Charlotte County, Virginia","total",122,2018,"count","county"
"51041","Chesterfield County, Virginia","total",2617,2018,"count","county"
"51043","Clarke County, Virginia","total",116,2018,"count","county"
"51045","Craig County, Virginia","total",37,2018,"count","county"
"51047","Culpeper County, Virginia","total",662,2018,"count","county"
"51049","Cumberland County, Virginia","total",58,2018,"count","county"
"51051","Dickenson County, Virginia","total",59,2018,"count","county"
"51053","Dinwiddie County, Virginia","total",167,2018,"count","county"
"51057","Essex County, Virginia","total",92,2018,"count","county"
"51059","Fairfax County, Virginia","total",12481,2018,"count","county"
"51061","Fauquier County, Virginia","total",772,2018,"count","county"
"51063","Floyd County, Virginia","total",124,2018,"count","county"
"51065","Fluvanna County, Virginia","total",262,2018,"count","county"
"51067","Franklin County, Virginia","total",460,2018,"count","county"
"51069","Frederick County, Virginia","total",883,2018,"count","county"
"51071","Giles County, Virginia","total",151,2018,"count","county"
"51073","Gloucester County, Virginia","total",341,2018,"count","county"
"51075","Goochland County, Virginia","total",147,2018,"count","county"
"51077","Grayson County, Virginia","total",121,2018,"count","county"
"51079","Greene County, Virginia","total",200,2018,"count","county"
"51081","Greensville County, Virginia","total",72,2018,"count","county"
"51083","Halifax County, Virginia","total",309,2018,"count","county"
"51085","Hanover County, Virginia","total",901,2018,"count","county"
"51087","Henrico County, Virginia","total",3602,2018,"count","county"
"51089","Henry County, Virginia","total",255,2018,"count","county"
"51091","Highland County, Virginia","total",12,2018,"count","county"
"51093","Isle of Wight County, Virginia","total",346,2018,"count","county"
"51095","James City County, Virginia","total",663,2018,"count","county"
"51097","King and Queen County, Virginia","total",52,2018,"count","county"
"51099","King George County, Virginia","total",280,2018,"count","county"
"51101","King William County, Virginia","total",215,2018,"count","county"
"51103","Lancaster County, Virginia","total",84,2018,"count","county"
"51105","Lee County, Virginia","total",80,2018,"count","county"
"51107","Loudoun County, Virginia","total",4790,2018,"count","county"
"51109","Louisa County, Virginia","total",337,2018,"count","county"
"51111","Lunenburg County, Virginia","total",84,2018,"count","county"
"51113","Madison County, Virginia","total",116,2018,"count","county"
"51115","Mathews County, Virginia","total",44,2018,"count","county"
"51117","Mecklenburg County, Virginia","total",279,2018,"count","county"
"51119","Middlesex County, Virginia","total",77,2018,"count","county"
"51121","Montgomery County, Virginia","total",815,2018,"count","county"
"51125","Nelson County, Virginia","total",134,2018,"count","county"
"51127","New Kent County, Virginia","total",196,2018,"count","county"
"51131","Northampton County, Virginia","total",127,2018,"count","county"
"51133","Northumberland County, Virginia","total",70,2018,"count","county"
"51135","Nottoway County, Virginia","total",102,2018,"count","county"
"51137","Orange County, Virginia","total",398,2018,"count","county"
"51139","Page County, Virginia","total",243,2018,"count","county"
"51141","Patrick County, Virginia","total",52,2018,"count","county"
"51143","Pittsylvania County, Virginia","total",404,2018,"count","county"
"51145","Powhatan County, Virginia","total",163,2018,"count","county"
"51147","Prince Edward County, Virginia","total",194,2018,"count","county"
"51149","Prince George County, Virginia","total",246,2018,"count","county"
"51153","Prince William County, Virginia","total",6107,2018,"count","county"
"51155","Pulaski County, Virginia","total",272,2018,"count","county"
"51157","Rappahannock County, Virginia","total",54,2018,"count","county"
"51159","Richmond County, Virginia","total",75,2018,"count","county"
"51161","Roanoke County, Virginia","total",674,2018,"count","county"
"51163","Rockbridge County, Virginia","total",106,2018,"count","county"
"51165","Rockingham County, Virginia","total",850,2018,"count","county"
"51167","Russell County, Virginia","total",117,2018,"count","county"
"51169","Scott County, Virginia","total",7,2018,"count","county"
"51171","Shenandoah County, Virginia","total",462,2018,"count","county"
"51173","Smyth County, Virginia","total",201,2018,"count","county"
"51175","Southampton County, Virginia","total",118,2018,"count","county"
"51177","Spotsylvania County, Virginia","total",1469,2018,"count","county"
"51179","Stafford County, Virginia","total",1702,2018,"count","county"
"51181","Surry County, Virginia","total",55,2018,"count","county"
"51183","Sussex County, Virginia","total",59,2018,"count","county"
"51185","Tazewell County, Virginia","total",193,2018,"count","county"
"51187","Warren County, Virginia","total",474,2018,"count","county"
"51191","Washington County, Virginia","total",173,2018,"count","county"
"51193","Westmoreland County, Virginia","total",157,2018,"count","county"
"51195","Wise County, Virginia","total",210,2018,"count","county"
"51197","Wythe County, Virginia","total",282,2018,"count","county"
"51199","York County, Virginia","total",625,2018,"count","county"
"51510","Alexandria city, Virginia","total",2023,2018,"count","county"
"51520","Bristol city, Virginia","total",25,2018,"count","county"
"51530","Buena Vista city, Virginia","total",87,2018,"count","county"
"51540","Charlottesville city, Virginia","total",599,2018,"count","county"
"51550","Chesapeake city, Virginia","total",2887,2018,"count","county"
"51570","Colonial Heights city, Virginia","total",210,2018,"count","county"
"51580","Covington city, Virginia","total",73,2018,"count","county"
"51590","Danville city, Virginia","total",453,2018,"count","county"
"51595","Emporia city, Virginia","total",66,2018,"count","county"
"51600","Fairfax city, Virginia","total",612,2018,"count","county"
"51610","Falls Church city, Virginia","total",148,2018,"count","county"
"51620","Franklin city, Virginia","total",157,2018,"count","county"
"51630","Fredericksburg city, Virginia","total",375,2018,"count","county"
"51640","Galax city, Virginia","total",86,2018,"count","county"
"51650","Hampton city, Virginia","total",1582,2018,"count","county"
"51660","Harrisonburg city, Virginia","total",674,2018,"count","county"
"51670","Hopewell city, Virginia","total",244,2018,"count","county"
"51678","Lexington city, Virginia","total",101,2018,"count","county"
"51680","Lynchburg city, Virginia","total",1122,2018,"count","county"
"51683","Manassas city, Virginia","total",706,2018,"count","county"
"51685","Manassas Park city, Virginia","total",13,2018,"count","county"
"51690","Martinsville city, Virginia","total",169,2018,"count","county"
"51700","Newport News city, Virginia","total",2579,2018,"count","county"
"51710","Norfolk city, Virginia","total",3309,2018,"count","county"
"51720","Norton city, Virginia","total",39,2018,"count","county"
"51730","Petersburg city, Virginia","total",536,2018,"count","county"
"51735","Poquoson city, Virginia","total",96,2018,"count","county"
"51740","Portsmouth city, Virginia","total",1341,2018,"count","county"
"51750","Radford city, Virginia","total",126,2018,"count","county"
"51760","Richmond city, Virginia","total",2772,2018,"count","county"
"51770","Roanoke city, Virginia","total",1369,2018,"count","county"
"51775","Salem city, Virginia","total",253,2018,"count","county"
"51790","Staunton city, Virginia","total",403,2018,"count","county"
"51800","Suffolk city, Virginia","total",1144,2018,"count","county"
"51810","Virginia Beach city, Virginia","total",5491,2018,"count","county"
"51820","Waynesboro city, Virginia","total",345,2018,"count","county"
"51830","Williamsburg city, Virginia","total",69,2018,"count","county"
"51840","Winchester city, Virginia","total",314,2018,"count","county"
"51001","Accomack County, Virginia","inadequate_pc",0.153,2018,"proportion","county"
"51003","Albemarle County, Virginia","inadequate_pc",0.163,2018,"proportion","county"
"51005","Alleghany County, Virginia","inadequate_pc",0.105,2018,"proportion","county"
"51007","Amelia County, Virginia","inadequate_pc",0.077,2018,"proportion","county"
"51009","Amherst County, Virginia","inadequate_pc",0.091,2018,"proportion","county"
"51011","Appomattox County, Virginia","inadequate_pc",0.106,2018,"proportion","county"
"51013","Arlington County, Virginia","inadequate_pc",0.134,2018,"proportion","county"
"51015","Augusta County, Virginia","inadequate_pc",0.122,2018,"proportion","county"
"51017","Bath County, Virginia","inadequate_pc",0.162,2018,"proportion","county"
"51019","Bedford County, Virginia","inadequate_pc",0.117,2018,"proportion","county"
"51021","Bland County, Virginia","inadequate_pc",0.043,2018,"proportion","county"
"51023","Botetourt County, Virginia","inadequate_pc",0.086,2018,"proportion","county"
"51025","Brunswick County, Virginia","inadequate_pc",0.139,2018,"proportion","county"
"51027","Buchanan County, Virginia","inadequate_pc",0.061,2018,"proportion","county"
"51029","Buckingham County, Virginia","inadequate_pc",0.135,2018,"proportion","county"
"51031","Campbell County, Virginia","inadequate_pc",0.116,2018,"proportion","county"
"51033","Caroline County, Virginia","inadequate_pc",0.11,2018,"proportion","county"
"51035","Carroll County, Virginia","inadequate_pc",0.134,2018,"proportion","county"
"51036","Charles City County, Virginia","inadequate_pc",0.091,2018,"proportion","county"
"51037","Charlotte County, Virginia","inadequate_pc",0.279,2018,"proportion","county"
"51041","Chesterfield County, Virginia","inadequate_pc",0.114,2018,"proportion","county"
"51043","Clarke County, Virginia","inadequate_pc",0.103,2018,"proportion","county"
"51045","Craig County, Virginia","inadequate_pc",0.108,2018,"proportion","county"
"51047","Culpeper County, Virginia","inadequate_pc",0.147,2018,"proportion","county"
"51049","Cumberland County, Virginia","inadequate_pc",0.172,2018,"proportion","county"
"51051","Dickenson County, Virginia","inadequate_pc",0.102,2018,"proportion","county"
"51053","Dinwiddie County, Virginia","inadequate_pc",0.12,2018,"proportion","county"
"51057","Essex County, Virginia","inadequate_pc",0.141,2018,"proportion","county"
"51059","Fairfax County, Virginia","inadequate_pc",0.118,2018,"proportion","county"
"51061","Fauquier County, Virginia","inadequate_pc",0.145,2018,"proportion","county"
"51063","Floyd County, Virginia","inadequate_pc",0.105,2018,"proportion","county"
"51065","Fluvanna County, Virginia","inadequate_pc",0.126,2018,"proportion","county"
"51067","Franklin County, Virginia","inadequate_pc",0.141,2018,"proportion","county"
"51069","Frederick County, Virginia","inadequate_pc",0.157,2018,"proportion","county"
"51071","Giles County, Virginia","inadequate_pc",0.113,2018,"proportion","county"
"51073","Gloucester County, Virginia","inadequate_pc",0.111,2018,"proportion","county"
"51075","Goochland County, Virginia","inadequate_pc",0.061,2018,"proportion","county"
"51077","Grayson County, Virginia","inadequate_pc",0.074,2018,"proportion","county"
"51079","Greene County, Virginia","inadequate_pc",0.16,2018,"proportion","county"
"51081","Greensville County, Virginia","inadequate_pc",0.264,2018,"proportion","county"
"51083","Halifax County, Virginia","inadequate_pc",0.207,2018,"proportion","county"
"51085","Hanover County, Virginia","inadequate_pc",0.075,2018,"proportion","county"
"51087","Henrico County, Virginia","inadequate_pc",0.094,2018,"proportion","county"
"51089","Henry County, Virginia","inadequate_pc",0.275,2018,"proportion","county"
"51091","Highland County, Virginia","inadequate_pc",0.167,2018,"proportion","county"
"51093","Isle of Wight County, Virginia","inadequate_pc",0.139,2018,"proportion","county"
"51095","James City County, Virginia","inadequate_pc",0.181,2018,"proportion","county"
"51097","King and Queen County, Virginia","inadequate_pc",0.192,2018,"proportion","county"
"51099","King George County, Virginia","inadequate_pc",0.089,2018,"proportion","county"
"51101","King William County, Virginia","inadequate_pc",0.084,2018,"proportion","county"
"51103","Lancaster County, Virginia","inadequate_pc",0.107,2018,"proportion","county"
"51105","Lee County, Virginia","inadequate_pc",0.225,2018,"proportion","county"
"51107","Loudoun County, Virginia","inadequate_pc",0.09,2018,"proportion","county"
"51109","Louisa County, Virginia","inadequate_pc",0.145,2018,"proportion","county"
"51111","Lunenburg County, Virginia","inadequate_pc",0.214,2018,"proportion","county"
"51113","Madison County, Virginia","inadequate_pc",0.103,2018,"proportion","county"
"51115","Mathews County, Virginia","inadequate_pc",0.114,2018,"proportion","county"
"51117","Mecklenburg County, Virginia","inadequate_pc",0.211,2018,"proportion","county"
"51119","Middlesex County, Virginia","inadequate_pc",0.13,2018,"proportion","county"
"51121","Montgomery County, Virginia","inadequate_pc",0.091,2018,"proportion","county"
"51125","Nelson County, Virginia","inadequate_pc",0.269,2018,"proportion","county"
"51127","New Kent County, Virginia","inadequate_pc",0.071,2018,"proportion","county"
"51131","Northampton County, Virginia","inadequate_pc",0.181,2018,"proportion","county"
"51133","Northumberland County, Virginia","inadequate_pc",0.114,2018,"proportion","county"
"51135","Nottoway County, Virginia","inadequate_pc",0.147,2018,"proportion","county"
"51137","Orange County, Virginia","inadequate_pc",0.151,2018,"proportion","county"
"51139","Page County, Virginia","inadequate_pc",0.16,2018,"proportion","county"
"51141","Patrick County, Virginia","inadequate_pc",0.25,2018,"proportion","county"
"51143","Pittsylvania County, Virginia","inadequate_pc",0.136,2018,"proportion","county"
"51145","Powhatan County, Virginia","inadequate_pc",0.049,2018,"proportion","county"
"51147","Prince Edward County, Virginia","inadequate_pc",0.232,2018,"proportion","county"
"51149","Prince George County, Virginia","inadequate_pc",0.122,2018,"proportion","county"
"51153","Prince William County, Virginia","inadequate_pc",0.196,2018,"proportion","county"
"51155","Pulaski County, Virginia","inadequate_pc",0.114,2018,"proportion","county"
"51157","Rappahannock County, Virginia","inadequate_pc",0.111,2018,"proportion","county"
"51159","Richmond County, Virginia","inadequate_pc",0.133,2018,"proportion","county"
"51161","Roanoke County, Virginia","inadequate_pc",0.099,2018,"proportion","county"
"51163","Rockbridge County, Virginia","inadequate_pc",0.198,2018,"proportion","county"
"51165","Rockingham County, Virginia","inadequate_pc",0.125,2018,"proportion","county"
"51167","Russell County, Virginia","inadequate_pc",0.111,2018,"proportion","county"
"51169","Scott County, Virginia","inadequate_pc",0.286,2018,"proportion","county"
"51171","Shenandoah County, Virginia","inadequate_pc",0.147,2018,"proportion","county"
"51173","Smyth County, Virginia","inadequate_pc",0.139,2018,"proportion","county"
"51175","Southampton County, Virginia","inadequate_pc",0.144,2018,"proportion","county"
"51177","Spotsylvania County, Virginia","inadequate_pc",0.127,2018,"proportion","county"
"51179","Stafford County, Virginia","inadequate_pc",0.13,2018,"proportion","county"
"51181","Surry County, Virginia","inadequate_pc",0.236,2018,"proportion","county"
"51183","Sussex County, Virginia","inadequate_pc",0.322,2018,"proportion","county"
"51185","Tazewell County, Virginia","inadequate_pc",0.187,2018,"proportion","county"
"51187","Warren County, Virginia","inadequate_pc",0.205,2018,"proportion","county"
"51191","Washington County, Virginia","inadequate_pc",0.162,2018,"proportion","county"
"51193","Westmoreland County, Virginia","inadequate_pc",0.127,2018,"proportion","county"
"51195","Wise County, Virginia","inadequate_pc",0.195,2018,"proportion","county"
"51197","Wythe County, Virginia","inadequate_pc",0.135,2018,"proportion","county"
"51199","York County, Virginia","inadequate_pc",0.099,2018,"proportion","county"
"51510","Alexandria city, Virginia","inadequate_pc",0.119,2018,"proportion","county"
"51520","Bristol city, Virginia","inadequate_pc",0.2,2018,"proportion","county"
"51530","Buena Vista city, Virginia","inadequate_pc",0.207,2018,"proportion","county"
"51540","Charlottesville city, Virginia","inadequate_pc",0.157,2018,"proportion","county"
"51550","Chesapeake city, Virginia","inadequate_pc",0.078,2018,"proportion","county"
"51570","Colonial Heights city, Virginia","inadequate_pc",0.162,2018,"proportion","county"
"51580","Covington city, Virginia","inadequate_pc",0.247,2018,"proportion","county"
"51590","Danville city, Virginia","inadequate_pc",0.241,2018,"proportion","county"
"51595","Emporia city, Virginia","inadequate_pc",0.333,2018,"proportion","county"
"51600","Fairfax city, Virginia","inadequate_pc",0.116,2018,"proportion","county"
"51610","Falls Church city, Virginia","inadequate_pc",0.095,2018,"proportion","county"
"51620","Franklin city, Virginia","inadequate_pc",0.248,2018,"proportion","county"
"51630","Fredericksburg city, Virginia","inadequate_pc",0.163,2018,"proportion","county"
"51640","Galax city, Virginia","inadequate_pc",0.209,2018,"proportion","county"
"51650","Hampton city, Virginia","inadequate_pc",0.147,2018,"proportion","county"
"51660","Harrisonburg city, Virginia","inadequate_pc",0.185,2018,"proportion","county"
"51670","Hopewell city, Virginia","inadequate_pc",0.225,2018,"proportion","county"
"51678","Lexington city, Virginia","inadequate_pc",0.168,2018,"proportion","county"
"51680","Lynchburg city, Virginia","inadequate_pc",0.117,2018,"proportion","county"
"51683","Manassas city, Virginia","inadequate_pc",0.289,2018,"proportion","county"
"51685","Manassas Park city, Virginia","inadequate_pc",0.231,2018,"proportion","county"
"51690","Martinsville city, Virginia","inadequate_pc",0.337,2018,"proportion","county"
"51700","Newport News city, Virginia","inadequate_pc",0.161,2018,"proportion","county"
"51710","Norfolk city, Virginia","inadequate_pc",0.137,2018,"proportion","county"
"51720","Norton city, Virginia","inadequate_pc",0.333,2018,"proportion","county"
"51730","Petersburg city, Virginia","inadequate_pc",0.267,2018,"proportion","county"
"51735","Poquoson city, Virginia","inadequate_pc",0.042,2018,"proportion","county"
"51740","Portsmouth city, Virginia","inadequate_pc",0.16,2018,"proportion","county"
"51750","Radford city, Virginia","inadequate_pc",0.167,2018,"proportion","county"
"51760","Richmond city, Virginia","inadequate_pc",0.187,2018,"proportion","county"
"51770","Roanoke city, Virginia","inadequate_pc",0.183,2018,"proportion","county"
"51775","Salem city, Virginia","inadequate_pc",0.107,2018,"proportion","county"
"51790","Staunton city, Virginia","inadequate_pc",0.169,2018,"proportion","county"
"51800","Suffolk city, Virginia","inadequate_pc",0.157,2018,"proportion","county"
"51810","Virginia Beach city, Virginia","inadequate_pc",0.1,2018,"proportion","county"
"51820","Waynesboro city, Virginia","inadequate_pc",0.2,2018,"proportion","county"
"51830","Williamsburg city, Virginia","inadequate_pc",0.362,2018,"proportion","county"
"51840","Winchester city, Virginia","inadequate_pc",0.245,2018,"proportion","county"
"51001","Accomack County, Virginia","intermediate_pc",0.133,2018,"proportion","county"
"51003","Albemarle County, Virginia","intermediate_pc",0.133,2018,"proportion","county"
"51005","Alleghany County, Virginia","intermediate_pc",0.174,2018,"proportion","county"
"51007","Amelia County, Virginia","intermediate_pc",0.115,2018,"proportion","county"
"51009","Amherst County, Virginia","intermediate_pc",0.041,2018,"proportion","county"
"51011","Appomattox County, Virginia","intermediate_pc",0.016,2018,"proportion","county"
"51013","Arlington County, Virginia","intermediate_pc",0.25,2018,"proportion","county"
"51015","Augusta County, Virginia","intermediate_pc",0.058,2018,"proportion","county"
"51017","Bath County, Virginia","intermediate_pc",0,2018,"proportion","county"
"51019","Bedford County, Virginia","intermediate_pc",0.084,2018,"proportion","county"
"51021","Bland County, Virginia","intermediate_pc",0.348,2018,"proportion","county"
"51023","Botetourt County, Virginia","intermediate_pc",0.165,2018,"proportion","county"
"51025","Brunswick County, Virginia","intermediate_pc",0.194,2018,"proportion","county"
"51027","Buchanan County, Virginia","intermediate_pc",0.174,2018,"proportion","county"
"51029","Buckingham County, Virginia","intermediate_pc",0.143,2018,"proportion","county"
"51031","Campbell County, Virginia","intermediate_pc",0.019,2018,"proportion","county"
"51033","Caroline County, Virginia","intermediate_pc",0.276,2018,"proportion","county"
"51035","Carroll County, Virginia","intermediate_pc",0.234,2018,"proportion","county"
"51036","Charles City County, Virginia","intermediate_pc",0.295,2018,"proportion","county"
"51037","Charlotte County, Virginia","intermediate_pc",0.148,2018,"proportion","county"
"51041","Chesterfield County, Virginia","intermediate_pc",0.194,2018,"proportion","county"
"51043","Clarke County, Virginia","intermediate_pc",0.138,2018,"proportion","county"
"51045","Craig County, Virginia","intermediate_pc",0.135,2018,"proportion","county"
"51047","Culpeper County, Virginia","intermediate_pc",0.278,2018,"proportion","county"
"51049","Cumberland County, Virginia","intermediate_pc",0.103,2018,"proportion","county"
"51051","Dickenson County, Virginia","intermediate_pc",0.186,2018,"proportion","county"
"51053","Dinwiddie County, Virginia","intermediate_pc",0.21,2018,"proportion","county"
"51057","Essex County, Virginia","intermediate_pc",0.076,2018,"proportion","county"
"51059","Fairfax County, Virginia","intermediate_pc",0.159,2018,"proportion","county"
"51061","Fauquier County, Virginia","intermediate_pc",0.161,2018,"proportion","county"
"51063","Floyd County, Virginia","intermediate_pc",0.331,2018,"proportion","county"
"51065","Fluvanna County, Virginia","intermediate_pc",0.149,2018,"proportion","county"
"51067","Franklin County, Virginia","intermediate_pc",0.12,2018,"proportion","county"
"51069","Frederick County, Virginia","intermediate_pc",0.089,2018,"proportion","county"
"51071","Giles County, Virginia","intermediate_pc",0.272,2018,"proportion","county"
"51073","Gloucester County, Virginia","intermediate_pc",0.094,2018,"proportion","county"
"51075","Goochland County, Virginia","intermediate_pc",0.15,2018,"proportion","county"
"51077","Grayson County, Virginia","intermediate_pc",0.231,2018,"proportion","county"
"51079","Greene County, Virginia","intermediate_pc",0.12,2018,"proportion","county"
"51081","Greensville County, Virginia","intermediate_pc",0.236,2018,"proportion","county"
"51083","Halifax County, Virginia","intermediate_pc",0.269,2018,"proportion","county"
"51085","Hanover County, Virginia","intermediate_pc",0.148,2018,"proportion","county"
"51087","Henrico County, Virginia","intermediate_pc",0.176,2018,"proportion","county"
"51089","Henry County, Virginia","intermediate_pc",0.11,2018,"proportion","county"
"51091","Highland County, Virginia","intermediate_pc",0,2018,"proportion","county"
"51093","Isle of Wight County, Virginia","intermediate_pc",0.153,2018,"proportion","county"
"51095","James City County, Virginia","intermediate_pc",0.172,2018,"proportion","county"
"51097","King and Queen County, Virginia","intermediate_pc",0.096,2018,"proportion","county"
"51099","King George County, Virginia","intermediate_pc",0.243,2018,"proportion","county"
"51101","King William County, Virginia","intermediate_pc",0.186,2018,"proportion","county"
"51103","Lancaster County, Virginia","intermediate_pc",0.119,2018,"proportion","county"
"51105","Lee County, Virginia","intermediate_pc",0.212,2018,"proportion","county"
"51107","Loudoun County, Virginia","intermediate_pc",0.16,2018,"proportion","county"
"51109","Louisa County, Virginia","intermediate_pc",0.19,2018,"proportion","county"
"51111","Lunenburg County, Virginia","intermediate_pc",0.179,2018,"proportion","county"
"51113","Madison County, Virginia","intermediate_pc",0.19,2018,"proportion","county"
"51115","Mathews County, Virginia","intermediate_pc",0.045,2018,"proportion","county"
"51117","Mecklenburg County, Virginia","intermediate_pc",0.219,2018,"proportion","county"
"51119","Middlesex County, Virginia","intermediate_pc",0.143,2018,"proportion","county"
"51121","Montgomery County, Virginia","intermediate_pc",0.239,2018,"proportion","county"
"51125","Nelson County, Virginia","intermediate_pc",0.067,2018,"proportion","county"
"51127","New Kent County, Virginia","intermediate_pc",0.148,2018,"proportion","county"
"51131","Northampton County, Virginia","intermediate_pc",0.181,2018,"proportion","county"
"51133","Northumberland County, Virginia","intermediate_pc",0.157,2018,"proportion","county"
"51135","Nottoway County, Virginia","intermediate_pc",0.245,2018,"proportion","county"
"51137","Orange County, Virginia","intermediate_pc",0.211,2018,"proportion","county"
"51139","Page County, Virginia","intermediate_pc",0.07,2018,"proportion","county"
