"geoid","region_name","measure","value","year","measure_type","region_type"
"51141","Patrick County, Virginia","intermediate_pc",0.25,2018,"proportion","county"
"51143","Pittsylvania County, Virginia","intermediate_pc",0.092,2018,"proportion","county"
"51145","Powhatan County, Virginia","intermediate_pc",0.117,2018,"proportion","county"
"51147","Prince Edward County, Virginia","intermediate_pc",0.124,2018,"proportion","county"
"51149","Prince George County, Virginia","intermediate_pc",0.187,2018,"proportion","county"
"51153","Prince William County, Virginia","intermediate_pc",0.16,2018,"proportion","county"
"51155","Pulaski County, Virginia","intermediate_pc",0.353,2018,"proportion","county"
"51157","Rappahannock County, Virginia","intermediate_pc",0.185,2018,"proportion","county"
"51159","Richmond County, Virginia","intermediate_pc",0.12,2018,"proportion","county"
"51161","Roanoke County, Virginia","intermediate_pc",0.18,2018,"proportion","county"
"51163","Rockbridge County, Virginia","intermediate_pc",0.208,2018,"proportion","county"
"51165","Rockingham County, Virginia","intermediate_pc",0.062,2018,"proportion","county"
"51167","Russell County, Virginia","intermediate_pc",0.214,2018,"proportion","county"
"51169","Scott County, Virginia","intermediate_pc",0,2018,"proportion","county"
"51171","Shenandoah County, Virginia","intermediate_pc",0.104,2018,"proportion","county"
"51173","Smyth County, Virginia","intermediate_pc",0.239,2018,"proportion","county"
"51175","Southampton County, Virginia","intermediate_pc",0.195,2018,"proportion","county"
"51177","Spotsylvania County, Virginia","intermediate_pc",0.228,2018,"proportion","county"
"51179","Stafford County, Virginia","intermediate_pc",0.239,2018,"proportion","county"
"51181","Surry County, Virginia","intermediate_pc",0.127,2018,"proportion","county"
"51183","Sussex County, Virginia","intermediate_pc",0.136,2018,"proportion","county"
"51185","Tazewell County, Virginia","intermediate_pc",0.15,2018,"proportion","county"
"51187","Warren County, Virginia","intermediate_pc",0.143,2018,"proportion","county"
"51191","Washington County, Virginia","intermediate_pc",0.197,2018,"proportion","county"
"51193","Westmoreland County, Virginia","intermediate_pc",0.191,2018,"proportion","county"
"51195","Wise County, Virginia","intermediate_pc",0.186,2018,"proportion","county"
"51197","Wythe County, Virginia","intermediate_pc",0.188,2018,"proportion","county"
"51199","York County, Virginia","intermediate_pc",0.187,2018,"proportion","county"
"51510","Alexandria city, Virginia","intermediate_pc",0.19,2018,"proportion","county"
"51520","Bristol city, Virginia","intermediate_pc",0.2,2018,"proportion","county"
"51530","Buena Vista city, Virginia","intermediate_pc",0.126,2018,"proportion","county"
"51540","Charlottesville city, Virginia","intermediate_pc",0.11,2018,"proportion","county"
"51550","Chesapeake city, Virginia","intermediate_pc",0.16,2018,"proportion","county"
"51570","Colonial Heights city, Virginia","intermediate_pc",0.2,2018,"proportion","county"
"51580","Covington city, Virginia","intermediate_pc",0.151,2018,"proportion","county"
"51590","Danville city, Virginia","intermediate_pc",0.126,2018,"proportion","county"
"51595","Emporia city, Virginia","intermediate_pc",0.167,2018,"proportion","county"
"51600","Fairfax city, Virginia","intermediate_pc",0.149,2018,"proportion","county"
"51610","Falls Church city, Virginia","intermediate_pc",0.196,2018,"proportion","county"
"51620","Franklin city, Virginia","intermediate_pc",0.166,2018,"proportion","county"
"51630","Fredericksburg city, Virginia","intermediate_pc",0.293,2018,"proportion","county"
"51640","Galax city, Virginia","intermediate_pc",0.163,2018,"proportion","county"
"51650","Hampton city, Virginia","intermediate_pc",0.131,2018,"proportion","county"
"51660","Harrisonburg city, Virginia","intermediate_pc",0.071,2018,"proportion","county"
"51670","Hopewell city, Virginia","intermediate_pc",0.176,2018,"proportion","county"
"51678","Lexington city, Virginia","intermediate_pc",0.079,2018,"proportion","county"
"51680","Lynchburg city, Virginia","intermediate_pc",0.033,2018,"proportion","county"
"51683","Manassas city, Virginia","intermediate_pc",0.12,2018,"proportion","county"
"51685","Manassas Park city, Virginia","intermediate_pc",0.077,2018,"proportion","county"
"51690","Martinsville city, Virginia","intermediate_pc",0.136,2018,"proportion","county"
"51700","Newport News city, Virginia","intermediate_pc",0.121,2018,"proportion","county"
"51710","Norfolk city, Virginia","intermediate_pc",0.17,2018,"proportion","county"
"51720","Norton city, Virginia","intermediate_pc",0.103,2018,"proportion","county"
"51730","Petersburg city, Virginia","intermediate_pc",0.179,2018,"proportion","county"
"51735","Poquoson city, Virginia","intermediate_pc",0.198,2018,"proportion","county"
"51740","Portsmouth city, Virginia","intermediate_pc",0.176,2018,"proportion","county"
"51750","Radford city, Virginia","intermediate_pc",0.222,2018,"proportion","county"
"51760","Richmond city, Virginia","intermediate_pc",0.233,2018,"proportion","county"
"51770","Roanoke city, Virginia","intermediate_pc",0.18,2018,"proportion","county"
"51775","Salem city, Virginia","intermediate_pc",0.162,2018,"proportion","county"
"51790","Staunton city, Virginia","intermediate_pc",0.057,2018,"proportion","county"
"51800","Suffolk city, Virginia","intermediate_pc",0.185,2018,"proportion","county"
"51810","Virginia Beach city, Virginia","intermediate_pc",0.145,2018,"proportion","county"
"51820","Waynesboro city, Virginia","intermediate_pc",0.049,2018,"proportion","county"
"51830","Williamsburg city, Virginia","intermediate_pc",0.203,2018,"proportion","county"
"51840","Winchester city, Virginia","intermediate_pc",0.096,2018,"proportion","county"
"51001","Accomack County, Virginia","adequate_pc",0.412,2018,"proportion","county"
"51003","Albemarle County, Virginia","adequate_pc",0.412,2018,"proportion","county"
"51005","Alleghany County, Virginia","adequate_pc",0.547,2018,"proportion","county"
"51007","Amelia County, Virginia","adequate_pc",0.513,2018,"proportion","county"
"51009","Amherst County, Virginia","adequate_pc",0.621,2018,"proportion","county"
"51011","Appomattox County, Virginia","adequate_pc",0.608,2018,"proportion","county"
"51013","Arlington County, Virginia","adequate_pc",0.448,2018,"proportion","county"
"51015","Augusta County, Virginia","adequate_pc",0.403,2018,"proportion","county"
"51017","Bath County, Virginia","adequate_pc",0.514,2018,"proportion","county"
"51019","Bedford County, Virginia","adequate_pc",0.546,2018,"proportion","county"
"51021","Bland County, Virginia","adequate_pc",0.435,2018,"proportion","county"
"51023","Botetourt County, Virginia","adequate_pc",0.588,2018,"proportion","county"
"51025","Brunswick County, Virginia","adequate_pc",0.435,2018,"proportion","county"
"51027","Buchanan County, Virginia","adequate_pc",0.47,2018,"proportion","county"
"51029","Buckingham County, Virginia","adequate_pc",0.405,2018,"proportion","county"
"51031","Campbell County, Virginia","adequate_pc",0.614,2018,"proportion","county"
"51033","Caroline County, Virginia","adequate_pc",0.423,2018,"proportion","county"
"51035","Carroll County, Virginia","adequate_pc",0.413,2018,"proportion","county"
"51036","Charles City County, Virginia","adequate_pc",0.364,2018,"proportion","county"
"51037","Charlotte County, Virginia","adequate_pc",0.418,2018,"proportion","county"
"51041","Chesterfield County, Virginia","adequate_pc",0.466,2018,"proportion","county"
"51043","Clarke County, Virginia","adequate_pc",0.629,2018,"proportion","county"
"51045","Craig County, Virginia","adequate_pc",0.568,2018,"proportion","county"
"51047","Culpeper County, Virginia","adequate_pc",0.465,2018,"proportion","county"
"51049","Cumberland County, Virginia","adequate_pc",0.621,2018,"proportion","county"
"51051","Dickenson County, Virginia","adequate_pc",0.593,2018,"proportion","county"
"51053","Dinwiddie County, Virginia","adequate_pc",0.443,2018,"proportion","county"
"51057","Essex County, Virginia","adequate_pc",0.337,2018,"proportion","county"
"51059","Fairfax County, Virginia","adequate_pc",0.496,2018,"proportion","county"
"51061","Fauquier County, Virginia","adequate_pc",0.556,2018,"proportion","county"
"51063","Floyd County, Virginia","adequate_pc",0.427,2018,"proportion","county"
"51065","Fluvanna County, Virginia","adequate_pc",0.416,2018,"proportion","county"
"51067","Franklin County, Virginia","adequate_pc",0.552,2018,"proportion","county"
"51069","Frederick County, Virginia","adequate_pc",0.537,2018,"proportion","county"
"51071","Giles County, Virginia","adequate_pc",0.384,2018,"proportion","county"
"51073","Gloucester County, Virginia","adequate_pc",0.422,2018,"proportion","county"
"51075","Goochland County, Virginia","adequate_pc",0.483,2018,"proportion","county"
"51077","Grayson County, Virginia","adequate_pc",0.455,2018,"proportion","county"
"51079","Greene County, Virginia","adequate_pc",0.465,2018,"proportion","county"
"51081","Greensville County, Virginia","adequate_pc",0.361,2018,"proportion","county"
"51083","Halifax County, Virginia","adequate_pc",0.443,2018,"proportion","county"
"51085","Hanover County, Virginia","adequate_pc",0.528,2018,"proportion","county"
"51087","Henrico County, Virginia","adequate_pc",0.516,2018,"proportion","county"
"51089","Henry County, Virginia","adequate_pc",0.439,2018,"proportion","county"
"51091","Highland County, Virginia","adequate_pc",0.417,2018,"proportion","county"
"51093","Isle of Wight County, Virginia","adequate_pc",0.509,2018,"proportion","county"
"51095","James City County, Virginia","adequate_pc",0.468,2018,"proportion","county"
"51097","King and Queen County, Virginia","adequate_pc",0.423,2018,"proportion","county"
"51099","King George County, Virginia","adequate_pc",0.461,2018,"proportion","county"
"51101","King William County, Virginia","adequate_pc",0.493,2018,"proportion","county"
"51103","Lancaster County, Virginia","adequate_pc",0.417,2018,"proportion","county"
"51105","Lee County, Virginia","adequate_pc",0.375,2018,"proportion","county"
"51107","Loudoun County, Virginia","adequate_pc",0.538,2018,"proportion","county"
"51109","Louisa County, Virginia","adequate_pc",0.421,2018,"proportion","county"
"51111","Lunenburg County, Virginia","adequate_pc",0.417,2018,"proportion","county"
"51113","Madison County, Virginia","adequate_pc",0.5,2018,"proportion","county"
"51115","Mathews County, Virginia","adequate_pc",0.455,2018,"proportion","county"
"51117","Mecklenburg County, Virginia","adequate_pc",0.38,2018,"proportion","county"
"51119","Middlesex County, Virginia","adequate_pc",0.519,2018,"proportion","county"
"51121","Montgomery County, Virginia","adequate_pc",0.507,2018,"proportion","county"
"51125","Nelson County, Virginia","adequate_pc",0.455,2018,"proportion","county"
"51127","New Kent County, Virginia","adequate_pc",0.536,2018,"proportion","county"
"51131","Northampton County, Virginia","adequate_pc",0.37,2018,"proportion","county"
"51133","Northumberland County, Virginia","adequate_pc",0.357,2018,"proportion","county"
"51135","Nottoway County, Virginia","adequate_pc",0.422,2018,"proportion","county"
"51137","Orange County, Virginia","adequate_pc",0.407,2018,"proportion","county"
"51139","Page County, Virginia","adequate_pc",0.535,2018,"proportion","county"
"51141","Patrick County, Virginia","adequate_pc",0.327,2018,"proportion","county"
"51143","Pittsylvania County, Virginia","adequate_pc",0.49,2018,"proportion","county"
"51145","Powhatan County, Virginia","adequate_pc",0.595,2018,"proportion","county"
"51147","Prince Edward County, Virginia","adequate_pc",0.433,2018,"proportion","county"
"51149","Prince George County, Virginia","adequate_pc",0.472,2018,"proportion","county"
"51153","Prince William County, Virginia","adequate_pc",0.465,2018,"proportion","county"
"51155","Pulaski County, Virginia","adequate_pc",0.412,2018,"proportion","county"
"51157","Rappahannock County, Virginia","adequate_pc",0.5,2018,"proportion","county"
"51159","Richmond County, Virginia","adequate_pc",0.373,2018,"proportion","county"
"51161","Roanoke County, Virginia","adequate_pc",0.539,2018,"proportion","county"
"51163","Rockbridge County, Virginia","adequate_pc",0.302,2018,"proportion","county"
"51165","Rockingham County, Virginia","adequate_pc",0.545,2018,"proportion","county"
"51167","Russell County, Virginia","adequate_pc",0.504,2018,"proportion","county"
"51169","Scott County, Virginia","adequate_pc",0.714,2018,"proportion","county"
"51171","Shenandoah County, Virginia","adequate_pc",0.506,2018,"proportion","county"
"51173","Smyth County, Virginia","adequate_pc",0.458,2018,"proportion","county"
"51175","Southampton County, Virginia","adequate_pc",0.466,2018,"proportion","county"
"51177","Spotsylvania County, Virginia","adequate_pc",0.449,2018,"proportion","county"
