geoid,year,phys_30_cnt
51059451100,2017,965
51059451100,2018,950
51059451100,2019,992
51059451100,2020,1214
51059451100,2021,1279
51059451000,2017,988
51059451000,2018,976
51059451000,2019,1015
51059451000,2020,1240
51059451000,2021,1303
51059452802,2017,933
51059452802,2018,927
51059452802,2019,967
51059452802,2020,1186
51059452802,2021,1245
51059450701,2017,1004
51059450701,2018,993
51059450701,2019,1029
51059450701,2020,1256
51059450701,2021,1317
51059440300,2017,1015
51059440300,2018,1005
51059440300,2019,1037
51059440300,2020,1267
51059440300,2021,1325
51059452700,2017,980
51059452700,2018,967
51059452700,2019,1005
51059452700,2020,1225
51059452700,2021,1290
51013103403,2017,829
51013103403,2018,827
51013103403,2019,868
51013103403,2020,1071
51013103403,2021,1108
51059491501,2017,1032
51059491501,2018,1024
51059491501,2019,1056
51059491501,2020,1309
51059491501,2021,1367
51059491103,2017,990
51059491103,2018,983
51059491103,2019,1013
51059491103,2020,1248
51059491103,2021,1305
51059491201,2017,1005
51059491201,2018,998
51059491201,2019,1028
51059491201,2020,1268
51059491201,2021,1326
51059440504,2017,1024
51059440504,2018,1016
51059440504,2019,1049
51059440504,2020,1280
51059440504,2021,1339
51600300400,2017,1032
51600300400,2018,1024
51600300400,2019,1056
51600300400,2020,1287
51600300400,2021,1346
51013102802,2017,926
51013102802,2018,920
51013102802,2019,961
51013102802,2020,1179
51013102802,2021,1238
51013103800,2017,907
51013103800,2018,902
51013103800,2019,946
51013103800,2020,1159
51013103800,2021,1215
51059491705,2017,1006
51059491705,2018,999
51059491705,2019,1029
51059491705,2020,1269
51059491705,2021,1328
51013102803,2017,922
51013102803,2018,916
51013102803,2019,958
51013102803,2020,1177
51013102803,2021,1234
51059451601,2017,980
51059451601,2018,967
51059451601,2019,1005
51059451601,2020,1225
51059451601,2021,1289
51013103700,2017,890
51013103700,2018,886
51013103700,2019,932
51013103700,2020,1144
51013103700,2021,1201
51059491000,2017,987
51059491000,2018,979
51059491000,2019,1006
51059491000,2020,1229
51059491000,2021,1288
51059451200,2017,987
51059451200,2018,974
51059451200,2019,1012
51059451200,2020,1236
51059451200,2021,1298
51013102702,2017,922
51013102702,2018,916
51013102702,2019,958
51013102702,2020,1177
51013102702,2021,1234
51013103100,2017,914
51013103100,2018,907
51013103100,2019,951
51013103100,2020,1166
51013103100,2021,1222
51013102801,2017,1161
51013102801,2018,1148
51013102801,2019,1210
51013102801,2020,949
51013102801,2021,991
51600300300,2017,1023
51600300300,2018,1015
51600300300,2019,1046
51600300300,2020,1274
51600300300,2021,1332
51059491704,2017,1032
51059491704,2018,1024
51059491704,2019,1056
51059491704,2020,1313
51059491704,2021,1372
51059450900,2017,993
51059450900,2018,979
51059450900,2019,1017
51059450900,2020,1241
51059450900,2021,1304
51013102804,2017,926
51013102804,2018,920
51013102804,2019,961
51013102804,2020,1180
51013102804,2021,1238
51059451602,2017,980
51059451602,2018,967
51059451602,2019,1005
51059451602,2020,1225
51059451602,2021,1289
51059440100,2017,1015
51059440100,2018,1006
51059440100,2019,1037
51059440100,2020,1267
51059440100,2021,1326
51013980200,2017,821
51013980200,2018,818
51013980200,2019,860
51013980200,2020,1056
51013980200,2021,1091
51153901503,2017,879
51153901503,2018,872
51153901503,2019,889
51153901503,2020,1091
51153901503,2021,1147
51059451502,2017,973
51059451502,2018,960
51059451502,2019,999
51059451502,2020,1219
51059451502,2021,1282
51013103601,2017,831
51013103601,2018,829
51013103601,2019,870
51013103601,2020,1073
51013103601,2021,1111
51013103602,2017,829
51013103602,2018,826
51013103602,2019,867
51013103602,2020,1071
51013103602,2021,1108
51059440202,2017,1004
51059440202,2018,993
51059440202,2019,1029
51059440202,2020,1256
51059440202,2021,1317
51013102600,2017,926
51013102600,2018,920
51013102600,2019,961
51013102600,2020,1175
51013102600,2021,1233
51059491703,2017,1032
51059491703,2018,1024
51059491703,2019,1056
51059491703,2020,1313
51059491703,2021,1372
51013103405,2017,829
51013103405,2018,826
51013103405,2019,867
51013103405,2020,1071
51013103405,2021,1108
51013102701,2017,926
51013102701,2018,920
51013102701,2019,961
51013102701,2020,1180
51013102701,2021,1238
51013103402,2017,1046
51013103402,2018,1038
51013103402,2019,1094
51013103402,2020,854
51013103402,2021,878
51059491102,2017,998
51059491102,2018,991
51059491102,2019,1019
51059491102,2020,1256
51059491102,2021,1313
51059450601,2017,1018
51059450601,2018,1009
51059450601,2019,1038
51059450601,2020,1263
51059450601,2021,1321
51059491801,2017,1030
51059491801,2018,1022
51059491801,2019,1054
51059491801,2020,1307
51059491801,2021,1365
51013102200,2017,936
51013102200,2018,932
51013102200,2019,969
51013102200,2020,1191
51013102200,2021,1249
51600300100,2017,1031
51600300100,2018,1023
51600300100,2019,1053
51600300100,2020,1285
51600300100,2021,1344
51059491101,2017,991
51059491101,2018,983
51059491101,2019,1010
51059491101,2020,1238
51059491101,2021,1297
51013103200,2017,926
51013103200,2018,920
51013103200,2019,961
51013103200,2020,1175
51013103200,2021,1233
51600300200,2017,1023
51600300200,2018,1015
51600300200,2019,1046
51600300200,2020,1278
51600300200,2021,1337
51059491701,2017,1032
51059491701,2018,1024
51059491701,2019,1056
51059491701,2020,1313
51059491701,2021,1372
51013103503,2017,831
51013103503,2018,828
51013103503,2019,869
51013103503,2020,1072
51013103503,2021,1109
51059491502,2017,1005
51059491502,2018,998
51059491502,2019,1028
51059491502,2020,1268
51059491502,2021,1327
51013103505,2017,830
51013103505,2018,827
51013103505,2019,868
51013103505,2020,1071
51013103505,2021,1108
51059451300,2017,994
51059451300,2018,982
51059451300,2019,1021
51059451300,2020,1245
51059451300,2021,1304
51013103502,2017,1110
51013103502,2018,1101
51013103502,2019,1166
51013103502,2020,917
51013103502,2021,958
51013102302,2017,967
51013102302,2018,954
51013102302,2019,993
51013102302,2020,1213
51013102302,2021,1275
51059450400,2017,999
51059450400,2018,985
51059450400,2019,1023
51059450400,2020,1249
51059450400,2021,1310
51013103504,2017,830
51013103504,2018,827
51013103504,2019,868
51013103504,2020,1071
51013103504,2021,1108
51059461202,2017,1032
51059461202,2018,1024
51059461202,2019,1056
51059461202,2020,1286
51059461202,2021,1345
51059491706,2017,1032
51059491706,2018,1024
51059491706,2019,1056
51059491706,2020,1313
51059491706,2021,1372
51013103501,2017,910
51013103501,2018,903
51013103501,2019,947
51013103501,2020,1160
51013103501,2021,1215
51013103300,2017,913
51013103300,2018,906
51013103300,2019,950
51013103300,2020,1165
51013103300,2021,1220
51059450602,2017,1016
51059450602,2018,1007
51059450602,2019,1036
51059450602,2020,1261
51059450602,2021,1318
51013103404,2017,829
51013103404,2018,826
51013103404,2019,867
51013103404,2020,1071
51013103404,2021,1108
51059490101,2017,998
51059490101,2018,991
51059490101,2019,1019
51059490101,2020,1259
51059490101,2021,1316
51013102100,2017,980
51013102100,2018,967
51013102100,2019,1005
51013102100,2020,1225
51013102100,2021,1289
51059450500,2017,1004
51059450500,2018,993
51059450500,2019,1029
51059450500,2020,1250
51059450500,2021,1310
51059451501,2017,987
51059451501,2018,974
51059451501,2019,1012
51059451501,2020,1231
51059451501,2021,1292
51059491802,2017,1031
51059491802,2018,1023
51059491802,2019,1055
51059491802,2020,1308
51059491802,2021,1366
51059491702,2017,1294
51059491702,2018,1280
51059491702,2019,1332
51059491702,2020,1046
51059491702,2021,1090
51013102500,2017,924
51013102500,2018,918
51013102500,2019,959
51013102500,2020,1173
51013102500,2021,1230
51013102301,2017,974
51013102301,2018,961
51013102301,2019,999
51013102301,2020,1215
51013102301,2021,1277
51059440201,2017,1022
51059440201,2018,1012
51059440201,2019,1043
51059440201,2020,1275
51059440201,2021,1335
51059461902,2017,1032
51059461902,2018,1024
51059461902,2019,1056
51059461902,2020,1286
51059461902,2021,1345
51059461700,2017,1021
51059461700,2018,1013
51059461700,2019,1044
51059461700,2020,1272
51059461700,2021,1327
51059491707,2017,1032
51059491707,2018,1024
51059491707,2019,1056
51059491707,2020,1309
51059491707,2021,1367
51059461901,2017,1019
51059461901,2018,1011
51059461901,2019,1042
51059461901,2020,1271
51059461901,2021,1326
51059451400,2017,998
51059451400,2018,987
51059451400,2019,1023
51059451400,2020,1247
51059451400,2021,1306
51013102400,2017,965
51013102400,2018,952
51013102400,2019,991
51013102400,2020,1207
51013102400,2021,1267
51059450200,2017,1012
51059450200,2018,1003
51059450200,2019,1034
51059450200,2020,1257
51059450200,2021,1316
51059481702,2017,1032
51059481702,2018,1024
51059481702,2019,1056
51059481702,2020,1282
51059481702,2021,1340
51059450100,2017,1018
51059450100,2018,1009
51059450100,2019,1038
51059450100,2020,1263
51059450100,2021,1321
51013102003,2017,978
51013102003,2018,965
51013102003,2019,1003
51013102003,2020,1219
51013102003,2021,1281
51059461802,2017,1032
51059461802,2018,1024
51059461802,2019,1056
51059461802,2020,1286
51059461802,2021,1345
51013101200,2017,998
51013101200,2018,987
51013101200,2019,1023
51013101200,2020,1247
51013101200,2021,1307
51059461603,2017,1021
51059461603,2018,1013
51059461603,2019,1044
51059461603,2020,1273
51059461603,2021,1331
51013101300,2017,980
51013101300,2018,967
51013101300,2019,1005
51013101300,2020,1221
51013101300,2021,1284
51059450300,2017,1000
51059450300,2018,987
51059450300,2019,1022
51059450300,2020,1247
51059450300,2021,1308
51059491803,2017,1031
51059491803,2018,1023
51059491803,2019,1055
51059491803,2020,1308
51059491803,2021,1366
51059461801,2017,1021
51059461801,2018,1013
51059461801,2019,1044
51059461801,2020,1273
51059461801,2021,1331
51059461601,2017,1252
51059461601,2018,1239
51059461601,2019,1291
51059461601,2020,1037
51059461601,2021,1079
51013102001,2017,977
51013102001,2018,964
51013102001,2019,1002
51013102001,2020,1219
51013102001,2021,1281
51059461604,2017,1021
51059461604,2018,1013
51059461604,2019,1044
51059461604,2020,1272
51059461604,2021,1327
51013980100,2017,870
51013980100,2018,868
51013980100,2019,914
51013980100,2020,1116
51013980100,2021,1167
51059461605,2017,1030
51059461605,2018,1022
51059461605,2019,1052
51059461605,2020,1280
51059461605,2021,1337
51013103401,2017,919
51013103401,2018,913
51013103401,2019,955
51013103401,2020,1171
51013103401,2021,1226
51013101900,2017,977
51013101900,2018,964
51013101900,2019,1002
51013101900,2020,1219
51013101900,2021,1281
51059482603,2017,1032
51059482603,2018,1024
51059482603,2019,1056
51059482603,2020,1309
51059482603,2021,1367
51059461602,2017,1261
51059461602,2018,1247
51059461602,2019,1298
51059461602,2020,1043
51059461602,2021,1087
51013102002,2017,977
51013102002,2018,964
51013102002,2019,1002
51013102002,2020,1219
51013102002,2021,1281
51013101408,2017,977
51013101408,2018,964
51013101408,2019,1002
51013101408,2020,1219
51013101408,2021,1281
51610500300,2017,1001
51610500300,2018,988
51610500300,2019,1023
51610500300,2020,1248
51610500300,2021,1308
51013101803,2017,964
51013101803,2018,951
51013101803,2019,990
51013101803,2020,1207
51013101803,2021,1267
51059490105,2017,998
51059490105,2018,991
51059490105,2019,1019
51059490105,2020,1259
51059490105,2021,1316
51059471402,2017,1016
51059471402,2018,1005
51059471402,2019,1039
51059471402,2020,1267
51059471402,2021,1323
51059461606,2017,1030
51059461606,2018,1021
51059461606,2019,1051
51059461606,2020,1279
51059461606,2021,1337
51013101405,2017,977
51013101405,2018,964
51013101405,2019,1002
51013101405,2020,1219
51013101405,2021,1281
51013101403,2017,1206
51013101403,2018,1188
51013101403,2019,1246
51013101403,2020,988
51013101403,2021,1035
51013101409,2017,990
51013101409,2018,977
51013101409,2019,1015
51013101409,2020,1238
51013101409,2021,1296
51013101401,2017,991
51013101401,2018,979
51013101401,2019,1018
51013101401,2020,1241
51013101401,2021,1299
51059461500,2017,1029
51059461500,2018,1021
51059461500,2019,1051
51059461500,2020,1279
51059461500,2021,1337
51059491602,2017,1006
51059491602,2018,999
51059491602,2019,1029
51059491602,2020,1270
51059491602,2021,1329
51013101407,2017,978
51013101407,2018,965
51013101407,2019,1003
51013101407,2020,1220
51013101407,2021,1282
51013101404,2017,1205
51013101404,2018,1187
51013101404,2019,1245
51013101404,2020,987
51013101404,2021,1034
51059491601,2017,1004
51059491601,2018,997
51059491601,2019,1027
51059491601,2020,1267
51059491601,2021,1326
51013101406,2017,977
51013101406,2018,964
51013101406,2019,1002
51013101406,2020,1219
51013101406,2021,1281
51059460701,2017,1020
51059460701,2018,1012
51059460701,2019,1043
51059460701,2020,1272
51059460701,2021,1329
51059471401,2017,1024
51059471401,2018,1016
51059471401,2019,1044
51059471401,2020,1271
51059471401,2021,1329
51610500200,2017,1024
51610500200,2018,1016
51610500200,2019,1044
51610500200,2020,1271
51610500200,2021,1329
51059482602,2017,1293
51059482602,2018,1279
51059482602,2019,1331
51059482602,2020,1045
51059482602,2021,1089
51013101801,2017,923
51013101801,2018,917
51013101801,2019,958
51013101801,2020,1174
51013101801,2021,1230
51013101100,2017,1005
51013101100,2018,995
51013101100,2019,1028
51013101100,2020,1253
51013101100,2021,1313
51013101402,2017,976
51013101402,2018,963
51013101402,2019,1001
51013101402,2020,1217
51013101402,2021,1279
51013101804,2017,923
51013101804,2018,917
51013101804,2019,958
51013101804,2020,1174
51013101804,2021,1230
51013100900,2017,1001
51013100900,2018,988
51013100900,2019,1023
51013100900,2020,1247
51013100900,2021,1306
51013101802,2017,1149
51013101802,2018,1138
51013101802,2019,1198
51013101802,2020,946
51013101802,2021,988
51013101000,2017,1000
51013101000,2018,987
51013101000,2019,1022
51013101000,2020,1247
51013101000,2021,1308
51059460600,2017,1029
51059460600,2018,1021
51059460600,2019,1051
51059460600,2020,1279
51059460600,2021,1336
51059482604,2017,1031
51059482604,2018,1023
51059482604,2019,1055
51059482604,2020,1308
51059482604,2021,1366
51013101805,2017,923
51013101805,2018,917
51013101805,2019,958
51013101805,2020,1174
51013101805,2021,1230
51013101703,2017,913
51013101703,2018,906
51013101703,2019,949
51013101703,2020,1165
51013101703,2021,1220
51013101701,2017,923
51013101701,2018,917
51013101701,2019,958
51013101701,2020,1173
51013101701,2021,1230
51013101503,2017,923
51013101503,2018,917
51013101503,2019,958
51013101503,2020,1176
51013101503,2021,1232
51610500100,2017,1016
51610500100,2018,1008
51610500100,2019,1037
51610500100,2020,1263
51610500100,2021,1321
51013100700,2017,977
51013100700,2018,964
51013100700,2019,1002
51013100700,2020,1219
51013100700,2021,1281
51013101502,2017,923
51013101502,2018,917
51013101502,2019,958
51013101502,2020,1176
51013101502,2021,1232
51059490103,2017,1247
51059490103,2018,1234
51059490103,2019,1284
51059490103,2020,984
51059490103,2021,1027
51059471304,2017,1024
51059471304,2018,1016
51059471304,2019,1044
51059471304,2020,1271
51059471304,2021,1329
51013101500,2017,1151
51013101500,2018,1140
51013101500,2019,1201
51013101500,2020,947
51013101500,2021,988
51059461201,2017,1031
51059461201,2018,1023
51059461201,2019,1053
51059461201,2020,1281
51059461201,2021,1339
51059460702,2017,1028
51059460702,2018,1020
51059460702,2019,1050
51059460702,2020,1278
51059460702,2021,1335
51013101705,2017,919
51013101705,2018,913
51013101705,2019,955
51013101705,2020,1171
51013101705,2021,1226
51013101702,2017,1143
51013101702,2018,1132
51013101702,2019,1193
51013101702,2020,943
51013101702,2021,983
51013101704,2017,913
51013101704,2018,906
51013101704,2019,949
51013101704,2020,1165
51013101704,2021,1220
51013100600,2017,921
51013100600,2018,915
51013100600,2019,956
51013100600,2020,1173
51013100600,2021,1229
51013101602,2017,923
51013101602,2018,917
51013101602,2019,958
51013101602,2020,1174
51013101602,2021,1230
51013100800,2017,995
51013100800,2018,984
51013100800,2019,1020
51013100800,2020,1245
51013100800,2021,1304
51059481701,2017,1030
51059481701,2018,1022
51059481701,2019,1054
51059481701,2020,1281
51059481701,2021,1339
51013100100,2017,1003
51013100100,2018,993
51013100100,2019,1026
51013100100,2020,1250
51013100100,2021,1310
51107611805,2017,961
51107611805,2018,952
51107611805,2019,980
51107611805,2020,1206
51107611805,2021,1266
51013101603,2017,923
51013101603,2018,917
51013101603,2019,958
51013101603,2020,1172
51013101603,2021,1229
51059471303,2017,1027
51059471303,2018,1018
51059471303,2019,1048
51059471303,2020,1276
51059471303,2021,1335
51013101501,2017,921
51013101501,2018,915
51013101501,2019,956
51013101501,2020,1173
51013101501,2021,1229
51059482601,2017,1014
51059482601,2018,1006
51059482601,2019,1036
51059482601,2020,1276
51059482601,2021,1335
51059490104,2017,996
51059490104,2018,988
51059490104,2019,1015
51059490104,2020,1245
51059490104,2021,1304
51059461100,2017,1029
51059461100,2018,1021
51059461100,2019,1051
51059461100,2020,1279
51059461100,2021,1337
51013101601,2017,920
51013101601,2018,914
51013101601,2019,955
51013101601,2020,1169
51013101601,2021,1226
51059460503,2017,1024
51059460503,2018,1016
51059460503,2019,1044
51059460503,2020,1271
51059460503,2021,1329
51059460502,2017,1259
51059460502,2018,1245
51059460502,2019,1296
51059460502,2020,1042
51059460502,2021,1086
51059460504,2017,1028
51059460504,2018,1019
51059460504,2019,1049
51059460504,2020,1278
51059460504,2021,1336
51059471000,2017,988
51059471000,2018,978
51059471000,2019,1015
51059471000,2020,1240
51059471000,2021,1299
51013100500,2017,987
51013100500,2018,976
51013100500,2019,1015
51013100500,2020,1237
51013100500,2021,1295
51059481600,2017,1029
51059481600,2018,1021
51059481600,2019,1051
51059481600,2020,1280
51059481600,2021,1338
51059460800,2017,1023
51059460800,2018,1014
51059460800,2019,1044
51059460800,2020,1272
51059460800,2021,1330
51059461000,2017,1028
51059461000,2018,1020
51059461000,2019,1050
51059461000,2020,1278
51059461000,2021,1335
51059471301,2017,1024
51059471301,2018,1016
51059471301,2019,1044
51059471301,2020,1271
51059471301,2021,1329
51107611803,2017,958
51107611803,2018,950
51107611803,2019,978
51107611803,2020,1197
51107611803,2021,1257
51059482504,2017,1004
51059482504,2018,997
51059482504,2019,1027
51059482504,2020,1240
51059482504,2021,1299
51059470900,2017,1005
51059470900,2018,996
51059470900,2019,1029
51059470900,2020,1253
51059470900,2021,1313
51059460501,2017,1024
51059460501,2018,1016
51059460501,2019,1044
51059460501,2020,1270
51059460501,2021,1328
51013100400,2017,915
51013100400,2018,909
51013100400,2019,951
51013100400,2020,1166
51013100400,2021,1221
51059471100,2017,1016
51059471100,2018,1008
51059471100,2019,1037
51059471100,2020,1263
51059471100,2021,1321
51059482502,2017,1014
51059482502,2018,1006
51059482502,2019,1036
51059482502,2020,1262
51059482502,2021,1321
51107611808,2017,958
51107611808,2018,950
51107611808,2019,978
51107611808,2020,1192
51107611808,2021,1252
51107611806,2017,1077
51107611806,2018,1072
51107611806,2019,1106
51107611806,2020,832
51107611806,2021,878
51059460900,2017,1027
51059460900,2018,1018
51059460900,2019,1048
51059460900,2020,1276
51059460900,2021,1334
51107611804,2017,966
51107611804,2018,957
51107611804,2019,984
51107611804,2020,1188
51107611804,2021,1246
51013100300,2017,990
51013100300,2018,980
51013100300,2019,1016
51013100300,2020,1240
51013100300,2021,1300
51059481500,2017,1029
51059481500,2018,1021
51059481500,2019,1051
51059481500,2020,1279
51059481500,2021,1337
51059471201,2017,1016
51059471201,2018,1008
51059471201,2019,1037
51059471201,2020,1263
51059471201,2021,1321
51107611802,2017,1203
51107611802,2018,1191
51107611802,2019,1232
51107611802,2020,942
51107611802,2021,989
51059460300,2017,1023
51059460300,2018,1014
51059460300,2019,1045
51059460300,2020,1273
51059460300,2021,1331
51059480205,2017,1024
51059480205,2018,1016
51059480205,2019,1044
51059480205,2020,1270
51059480205,2021,1328
51059470800,2017,1011
51059470800,2018,1003
51059470800,2019,1034
51059470800,2020,1258
51059470800,2021,1318
51059470700,2017,1005
51059470700,2018,996
51059470700,2019,1029
51059470700,2020,1253
51059470700,2021,1313
51059482503,2017,1014
51059482503,2018,1006
51059482503,2019,1036
51059482503,2020,1248
51059482503,2021,1306
51059980200,2017,1005
51059980200,2018,996
51059980200,2019,1023
51059980200,2020,1256
51059980200,2021,1313
51059482505,2017,1014
51059482505,2018,1006
51059482505,2019,1036
51059482505,2020,1248
51059482505,2021,1306
51107611807,2017,954
51107611807,2018,946
51107611807,2019,974
51107611807,2020,1188
51107611807,2021,1248
51059481106,2017,1013
51059481106,2018,1005
51059481106,2019,1033
51059481106,2020,1247
51059481106,2021,1306
51059480202,2017,1255
51059480202,2018,1242
51059480202,2019,1291
51059480202,2020,1034
51059480202,2021,1078
51059460400,2017,1025
51059460400,2018,1016
51059460400,2019,1046
51059460400,2020,1274
51059460400,2021,1332
51059471204,2017,1016
51059471204,2018,1008
51059471204,2019,1037
51059471204,2020,1263
51059471204,2021,1321
51059471202,2017,1246
51059471202,2018,1233
51059471202,2019,1283
51059471202,2020,1026
51059471202,2021,1070
51059471203,2017,1011
51059471203,2018,1003
51059471203,2019,1034
51059471203,2020,1258
51059471203,2021,1318
51059470300,2017,987
51059470300,2018,976
51059470300,2019,1013
51059470300,2020,1238
51059470300,2021,1298
51059480203,2017,1019
51059480203,2018,1011
51059480203,2019,1041
51059480203,2020,1265
51059480203,2021,1325
51059460200,2017,973
51059460200,2018,967
51059460200,2019,997
51059460200,2020,1203
51059460200,2021,1260
51107611811,2017,924
51107611811,2018,915
51107611811,2019,937
51107611811,2020,1139
51107611811,2021,1194
51059481400,2017,1029
51059481400,2018,1021
51059481400,2019,1051
51059481400,2020,1279
51059481400,2021,1337
51059480204,2017,1024
51059480204,2018,1016
51059480204,2019,1044
51059480204,2020,1270
51059480204,2021,1328
51107611809,2017,873
51107611809,2018,868
51107611809,2019,887
51107611809,2020,1079
51107611809,2021,1136
51059482303,2017,966
51059482303,2018,962
51059482303,2019,991
51059482303,2020,1187
51059482303,2021,1243
51059482501,2017,1246
51059482501,2018,1232
51059482501,2019,1280
51059482501,2020,999
51059482501,2021,1043
51059470400,2017,973
51059470400,2018,959
51059470400,2019,995
51059470400,2020,1219
51059470400,2021,1279
51059470600,2017,995
51059470600,2018,983
51059470600,2019,1018
51059470600,2020,1243
51059470600,2021,1303
51059481105,2017,1006
51059481105,2018,997
51059481105,2019,1022
51059481105,2020,1230
51059481105,2021,1287
51059482302,2017,1008
51059482302,2018,995
51059482302,2019,1021
51059482302,2020,1234
51059482302,2021,1296
51059482400,2017,983
51059482400,2018,978
51059482400,2019,1009
51059482400,2020,1218
51059482400,2021,1275
51059481202,2017,1011
51059481202,2018,1003
51059481202,2019,1029
51059481202,2020,1243
51059481202,2021,1303
51107611801,2017,1153
51107611801,2018,1144
51107611801,2019,1179
51107611801,2020,883
51107611801,2021,925
51059482301,2017,960
51059482301,2018,960
51059482301,2019,990
51059482301,2020,1184
51059482301,2021,1242
51059481104,2017,996
51059481104,2018,988
51059481104,2019,1013
51059481104,2020,1223
51059481104,2021,1282
51059470500,2017,983
51059470500,2018,970
51059470500,2019,1006
51059470500,2020,1233
51059470500,2021,1291
51107611810,2017,832
51107611810,2018,830
51107611810,2019,851
51107611810,2020,1018
51107611810,2021,1074
51059480201,2017,994
51059480201,2018,982
51059480201,2019,1018
51059480201,2020,1243
51059480201,2021,1303
51059481103,2017,998
51059481103,2018,990
51059481103,2019,1016
51059481103,2020,1223
51059481103,2021,1281
51059460100,2017,993
51059460100,2018,984
51059460100,2019,1014
51059460100,2020,1241
51059460100,2021,1299
51107611812,2017,903
51107611812,2018,899
51107611812,2019,921
51107611812,2020,1115
51107611812,2021,1168
51059481201,2017,1007
51059481201,2018,994
51059481201,2019,1020
51059481201,2020,1233
51059481201,2021,1294
51059481102,2017,1003
51059481102,2018,995
51059481102,2019,1019
51059481102,2020,1233
51059481102,2021,1291
51059482507,2017,999
51059482507,2018,991
51059482507,2019,1017
51059482507,2020,1224
51059482507,2021,1282
51059481101,2017,1000
51059481101,2018,986
51059481101,2019,1011
51059481101,2020,1218
51059481101,2021,1277
51107980100,2017,870
51107980100,2018,859
51107980100,2019,880
51107980100,2020,1036
51107980100,2021,1092
51059480302,2017,997
51059480302,2018,987
51059480302,2019,1023
51059480302,2020,1248
51059480302,2021,1308
51059482205,2017,979
51059482205,2018,977
51059482205,2019,1007
51059482205,2020,1200
51059482205,2021,1257
51059980300,2017,894
51059980300,2018,893
51059980300,2019,929
51059980300,2020,1131
51059980300,2021,1186
51059482506,2017,996
51059482506,2018,983
51059482506,2019,1009
51059482506,2020,1215
51059482506,2021,1275
51059470100,2017,954
51059470100,2018,942
51059470100,2019,979
51059470100,2020,1201
51059470100,2021,1262
51059482202,2017,1240
51059482202,2018,1227
51059482202,2019,1274
51059482202,2020,1005
51059482202,2021,1050
51059480903,2017,982
51059480903,2018,971
51059480903,2019,996
51059480903,2020,1208
51059480903,2021,1269
51059482203,2017,992
51059482203,2018,986
51059482203,2019,1013
51059482203,2020,1226
51059482203,2021,1287
51059481900,2017,985
51059481900,2018,978
51059481900,2019,1007
51059481900,2020,1212
51059481900,2021,1269
51059482204,2017,1009
51059482204,2018,1001
51059482204,2019,1027
51059482204,2020,1241
51059482204,2021,1300
51059482201,2017,970
51059482201,2018,969
51059482201,2019,997
51059482201,2020,1190
51059482201,2021,1249
51059480902,2017,986
51059480902,2018,974
51059480902,2019,1000
51059480902,2020,1211
51059480902,2021,1274
51059481000,2017,976
51059481000,2018,965
51059481000,2019,993
51059481000,2020,1198
51059481000,2021,1259
51059480300,2017,1223
51059480300,2018,1205
51059480300,2019,1261
51059480300,2020,1005
51059480300,2021,1049
51059482206,2017,988
51059482206,2018,977
51059482206,2019,1004
51059482206,2020,1216
51059482206,2021,1277
51059482100,2017,989
51059482100,2018,988
51059482100,2019,1020
51059482100,2020,1227
51059482100,2021,1285
51059480901,2017,975
51059480901,2018,962
51059480901,2019,990
51059480901,2020,1190
51059480901,2021,1250
51059480802,2017,968
51059480802,2018,960
51059480802,2019,987
51059480802,2020,1173
51059480802,2021,1231
51107611026,2017,831
51107611026,2018,825
51107611026,2019,846
51107611026,2020,999
51107611026,2021,1055
51059480505,2017,991
51059480505,2018,985
51059480505,2019,1015
51059480505,2020,1216
51059480505,2021,1277
51059480301,2017,961
51059480301,2018,947
51059480301,2019,983
51059480301,2020,1204
51059480301,2021,1265
51107611901,2017,885
51107611901,2018,874
51107611901,2019,896
51107611901,2020,1067
51107611901,2021,1125
51107611900,2017,1053
51107611900,2018,1044
51107611900,2019,1078
51107611900,2020,814
51107611900,2021,859
51059482002,2017,979
51059482002,2018,975
51059482002,2019,1005
51059482002,2020,1197
51059482002,2021,1255
51107611025,2017,1020
51107611025,2018,1014
51107611025,2019,1048
51107611025,2020,798
51107611025,2021,841
51107611902,2017,839
51107611902,2018,832
51107611902,2019,853
51107611902,2020,1008
51107611902,2021,1062
51059480801,2017,957
51059480801,2018,947
51059480801,2019,975
51059480801,2020,1162
51059480801,2021,1220
51107611702,2017,946
51107611702,2018,940
51107611702,2019,968
51107611702,2020,1149
51107611702,2021,1211
51059482001,2017,980
51059482001,2018,973
51059482001,2019,1005
51059482001,2020,1208
51059482001,2021,1267
51107611700,2017,1163
51107611700,2018,1154
51107611700,2019,1196
51107611700,2020,926
51107611700,2021,973
51059480503,2017,956
51059480503,2018,945
51059480503,2019,972
51059480503,2020,1165
51059480503,2021,1225
51059480504,2017,970
51059480504,2018,967
51059480504,2019,995
51059480504,2020,1186
51059480504,2021,1247
51059480401,2017,989
51059480401,2018,982
51059480401,2019,1012
51059480401,2020,1216
51059480401,2021,1274
51107611032,2017,888
51107611032,2018,876
51107611032,2019,896
51107611032,2020,1059
51107611032,2021,1117
51107611701,2017,940
51107611701,2018,931
51107611701,2019,960
51107611701,2020,1143
51107611701,2021,1204
51059480502,2017,958
51059480502,2018,947
51059480502,2019,975
51059480502,2020,1168
51059480502,2021,1228
51107611027,2017,791
51107611027,2018,786
51107611027,2019,805
51107611027,2020,951
51107611027,2021,1008
51107611030,2017,867
51107611030,2018,858
51107611030,2019,877
51107611030,2020,1040
51107611030,2021,1096
51107611021,2017,1081
51107611021,2018,1068
51107611021,2019,1102
51107611021,2020,842
